,slant_mean,slant_std,slant_entropy,space1_std,space1_mean,space1_entropy,space2_mean,space2_std,space2_entropy,height_mean,height_std,height_entropy,height1_mean,height1_std,height1_entropy,height3_mean,height3_std,height3_entropy,area_mean,area_std,area_entropy,extent_mean,extent_std,extent_entropy,solidity_mean,solidity_std,solidity_entropy,target
a01-003.png,46.82258064516129,6.964250170481008,1.0013740737411967,20.87107431490511,73.94308331665272,2.827272508102636,109.0,49.20864669030138,2.8983501114330874,64.3344791233805,23.42929507722536,2.4852777885974224,79.96153846153847,24.244715156457325,2.6301908194164034,15.46987951807229,5.798498661935868,1.2829016804017266,11.692814370779429,2.046592480253373,1.7498465590844907,0.1763005143028256,0.0455629352048626,0.7257991676654282,0.2811649751945044,0.0595989470696253,1.0842932742134588,0
a01-011u.png,103.74074074074076,11.681237227066612,3.216105789837191,27.13882558383279,75.53992174476592,3.076117047314469,89.1923076923077,26.090108987550217,3.138760067965966,53.17168484380315,13.537858375205834,2.003801538081765,69.375,15.503527824337272,2.113248045049031,25.106666666666666,15.97879706221828,2.0426279265411327,15.318915215739093,2.0669358002033595,1.5376281017182978,0.2520653390810237,0.0479199158477662,0.946459633396798,0.3504649757865591,0.07813438195292,1.315165663920152,0
a01-014x.png,61.61224489795919,5.590868380327643,1.8022543426484303,26.332914174018747,54.78216798496154,2.4698263314546733,82.79166666666667,52.05724346546042,2.815883112155462,90.37049065107998,31.90637920406144,2.655575894323515,110.16326530612244,34.36677734755098,3.0751871171839062,20.33333333333333,19.12420044694792,1.8169769433957408,14.842310393736192,1.8430053630588767,1.565070253615196,0.1658758471749117,0.0438316753108953,0.3990293552987117,0.2411620980207733,0.0592473297885368,0.8216466122961225,1
a01-020.png,69.78571428571429,4.793525962844321,1.835480453889447,10.629085091051175,69.68062099775322,1.750265030984932,79.78260869565217,10.932426922330572,1.9133915171518288,64.84257372371336,18.69304501033261,2.2825419818725585,78.36585365853658,17.011841066339322,2.281819495832361,32.06060606060606,8.696705729285167,1.5402266404280731,11.769916894653448,1.415507423806684,1.0077594292554788,0.1698087591083528,0.0281528439479721,0.2322751870548539,0.2420187716304976,0.0389178315902046,0.4097369793267502,0
a01-020u.png,106.70454545454544,8.760914090577497,2.911074297750122,18.43664174391491,80.67832648299411,2.699710751582676,92.45454545454544,27.457781266266142,2.8989818210310427,49.33319434705405,10.617798303682086,1.4657897182732178,66.48837209302326,12.32198280069472,1.7467962125809515,25.2089552238806,10.86489254218462,1.3097862391102135,14.76655954745371,1.4834220496082573,1.2841864209703286,0.2471787138527058,0.0420804631458342,0.4017568198964021,0.3554883630831923,0.0558300432005084,0.5739011487590393,0
a01-043.png,73.22222222222223,3.5956077458099345,1.663076585870181,17.157696475319835,57.55863711368391,2.4465779392329163,79.47619047619048,40.62208998822362,2.352549603787951,100.72258271690168,24.61454275459519,2.9712594002341977,136.29545454545453,30.37461525791093,3.081751002393916,16.779411764705884,17.735678222355084,1.708038681903251,12.904072481224206,2.3470437829242616,1.8897828080477344,0.1083641905869426,0.0294659386801988,0.1917090118173646,0.1581766519043819,0.037652899951054,0.3408022295826599,0
a01-043u.png,104.46938775510203,11.360694935657529,3.042580246788132,21.21917978403835,72.56847763454766,2.8253406423564447,104.86046511627907,87.11675709773365,3.080928876626191,49.94159353217262,10.192452227639276,1.4967996159293857,64.95555555555555,10.383652869466518,1.6424670503071563,22.47142857142857,13.763016102762428,2.171645466925181,15.997865291246637,2.5554653095151827,1.916232680384962,0.2645245078362067,0.045417411956609,0.8086174898619711,0.3714811636170471,0.0664070194223209,0.8501831391483557,0
a01-043x.png,87.03921568627452,3.186742047145965,1.2489259927077114,43.56146661241187,73.65261092549784,3.186299427059741,110.55319148936172,97.28742424047576,3.2364041864024187,89.92791679409724,21.791406470719835,2.6791665694283653,122.74509803921568,22.79477334076948,2.8912624579433293,24.25925925925926,22.258180783635087,2.4344769001545696,15.468471265105777,3.846129338334306,2.365752552702877,0.147427843583118,0.049494099030586,0.682002110628581,0.2098616400300207,0.059009310822041,0.8488005923136233,0
a01-053.png,55.083333333333336,3.64482128810484,1.798698740660203,22.01698282160292,47.396795416150766,2.689308696492384,87.71698113207547,77.6128216791507,2.610188753318396,106.93421911456323,19.742045746514258,2.328357688384844,129.85714285714286,23.27387955171538,2.476776278784367,47.15584415584416,24.050307088281592,2.5583864000458285,39.86181360606963,4.7838401593382045,2.986499140800057,0.333525585402958,0.0521289808243163,0.9558498047010702,0.4938746165538868,0.0810678201846692,1.392428088802515,0
a01-053x.png,60.523809523809526,7.949956858936841,2.528071574104579,25.03090657478598,39.06078304636303,2.0031442998924804,83.6875,46.35423220969149,2.35845859334435,88.78581769621917,19.546204271001777,2.075225145327106,119.0,19.4642529488584,2.47010380973991,31.91176470588235,17.29054084660645,2.1307158636775623,16.781820518154298,2.845247028444708,2.1416944310618264,0.1587549695502299,0.0410323473934544,0.5080664851066156,0.2177680485439999,0.0594937093593623,0.5991329729940452,0
